Time,Resistance(Ohm)
18:33:52.567,R: 42271.29 ohm (ADC: 1876)
18:33:53.069,R: 42521.46 ohm (ADC: 1882)
18:33:53.571,R: 42773.00 ohm (ADC: 1888)
18:33:54.073,R: 42730.98 ohm (ADC: 1887)
18:33:54.575,R: 42983.65 ohm (ADC: 1893)
18:33:55.077,R: 42983.65 ohm (ADC: 1893)
18:33:55.579,R: 43110.50 ohm (ADC: 1896)
18:33:56.081,R: 43365.25 ohm (ADC: 1902)
18:33:56.583,R: 43280.18 ohm (ADC: 1900)
18:33:57.085,R: 43322.70 ohm (ADC: 1901)
18:33:57.587,R: 43237.70 ohm (ADC: 1899)
18:33:58.089,R: 33639.71 ohm (ADC: 1647)
18:33:58.591,R: 37875.54 ohm (ADC: 1765)
18:33:59.093,R: 40198.24 ohm (ADC: 1825)
18:33:59.595,R: 41406.25 ohm (ADC: 1855)
18:34:00.097,R: 42146.71 ohm (ADC: 1873)
18:34:00.599,R: 40237.99 ohm (ADC: 1826)
18:34:01.101,R: 42899.27 ohm (ADC: 1891)
18:34:01.603,R: 43195.27 ohm (ADC: 1898)
18:34:02.105,R: 43365.25 ohm (ADC: 1902)
18:34:02.607,R: 43707.09 ohm (ADC: 1910)
18:34:03.109,R: 43664.23 ohm (ADC: 1909)
18:34:03.611,R: 43750.00 ohm (ADC: 1911)
18:34:04.113,R: 43792.95 ohm (ADC: 1912)
18:34:04.615,R: 43878.95 ohm (ADC: 1914)
18:34:05.117,R: 43922.02 ohm (ADC: 1915)
18:34:05.620,R: 44051.45 ohm (ADC: 1918)
18:34:06.122,R: 43965.12 ohm (ADC: 1916)
18:34:06.624,R: 44181.23 ohm (ADC: 1921)
18:34:07.126,R: 44879.52 ohm (ADC: 1937)
18:34:07.628,R: 31573.71 ohm (ADC: 1585)
18:34:08.130,R: 35276.97 ohm (ADC: 1694)
18:34:08.632,R: 38559.69 ohm (ADC: 1783)
18:34:09.134,R: 40079.19 ohm (ADC: 1822)
18:34:09.636,R: 40959.57 ohm (ADC: 1844)
18:34:10.139,R: 41447.07 ohm (ADC: 1856)
18:34:10.640,R: 41898.56 ohm (ADC: 1867)
18:34:11.142,R: 42229.73 ohm (ADC: 1875)
18:34:11.644,R: 42437.92 ohm (ADC: 1880)
18:34:12.146,R: 42605.16 ohm (ADC: 1884)
18:34:12.648,R: 42689.00 ohm (ADC: 1886)
18:34:13.151,R: 42689.00 ohm (ADC: 1886)
18:34:13.652,R: 42815.05 ohm (ADC: 1889)
18:34:14.154,R: 42689.00 ohm (ADC: 1886)
18:34:14.657,R: 42857.14 ohm (ADC: 1890)
18:34:15.159,R: 42983.65 ohm (ADC: 1893)
18:34:15.661,R: 43025.90 ohm (ADC: 1894)
18:34:16.163,R: 43110.50 ohm (ADC: 1896)
18:34:16.665,R: 43237.70 ohm (ADC: 1899)
18:34:17.167,R: 43280.18 ohm (ADC: 1900)
18:34:17.669,R: 31703.91 ohm (ADC: 1589)
18:34:18.171,R: 36174.24 ohm (ADC: 1719)
18:34:18.673,R: 39293.50 ohm (ADC: 1802)
18:34:19.175,R: 40557.28 ohm (ADC: 1834)
18:34:19.677,R: 41284.00 ohm (ADC: 1852)
18:34:20.179,R: 41487.94 ohm (ADC: 1857)
18:34:20.681,R: 41733.87 ohm (ADC: 1863)
18:34:21.183,R: 42188.20 ohm (ADC: 1874)
18:34:21.686,R: 42146.71 ohm (ADC: 1873)
18:34:22.188,R: 42188.20 ohm (ADC: 1874)
18:34:22.690,R: 42312.89 ohm (ADC: 1877)
18:34:23.192,R: 42396.21 ohm (ADC: 1879)
18:34:23.694,R: 42479.68 ohm (ADC: 1881)
18:34:24.196,R: 42521.46 ohm (ADC: 1882)
18:34:24.698,R: 42647.06 ohm (ADC: 1885)
18:34:25.200,R: 42983.65 ohm (ADC: 1893)
18:34:25.702,R: 42563.29 ohm (ADC: 1883)
18:34:26.205,R: 42689.00 ohm (ADC: 1886)
18:34:26.707,R: 42689.00 ohm (ADC: 1886)
18:34:27.209,R: 42730.98 ohm (ADC: 1887)
18:34:27.711,R: 42773.00 ohm (ADC: 1888)
18:34:28.213,R: 35993.28 ohm (ADC: 1714)
18:34:28.715,R: 39566.93 ohm (ADC: 1809)
18:34:29.217,R: 40717.77 ohm (ADC: 1838)
18:34:29.719,R: 41202.67 ohm (ADC: 1850)
18:34:30.221,R: 41447.07 ohm (ADC: 1856)
18:34:30.723,R: 41981.13 ohm (ADC: 1869)
18:34:31.225,R: 41898.56 ohm (ADC: 1867)
18:34:31.727,R: 41857.34 ohm (ADC: 1866)
18:34:32.229,R: 41981.13 ohm (ADC: 1869)
18:34:32.731,R: 42105.26 ohm (ADC: 1872)
18:34:33.233,R: 42146.71 ohm (ADC: 1873)
18:34:33.735,R: 42188.20 ohm (ADC: 1874)
18:34:34.237,R: 42271.29 ohm (ADC: 1876)
18:34:34.739,R: 42396.21 ohm (ADC: 1879)
18:34:35.241,R: 42479.68 ohm (ADC: 1881)
18:34:35.743,R: 42354.53 ohm (ADC: 1878)
18:34:36.245,R: 42437.92 ohm (ADC: 1880)
18:34:36.747,R: 42396.21 ohm (ADC: 1879)
18:34:37.249,R: 42479.68 ohm (ADC: 1881)
18:34:37.751,R: 37875.54 ohm (ADC: 1765)
18:34:38.253,R: 38905.77 ohm (ADC: 1792)
18:34:38.755,R: 39215.69 ohm (ADC: 1800)
18:34:39.257,R: 39645.36 ohm (ADC: 1811)
18:34:39.759,R: 39802.63 ohm (ADC: 1815)
18:34:40.261,R: 40000.00 ohm (ADC: 1820)
18:34:40.763,R: 40317.60 ohm (ADC: 1828)
18:34:41.265,R: 40477.24 ohm (ADC: 1832)
18:34:41.767,R: 40557.28 ohm (ADC: 1834)
18:34:42.269,R: 40757.98 ohm (ADC: 1839)
18:34:42.771,R: 40798.23 ohm (ADC: 1840)
18:34:43.273,R: 40878.83 ohm (ADC: 1842)
18:34:43.775,R: 41000.00 ohm (ADC: 1845)
18:34:44.277,R: 41000.00 ohm (ADC: 1845)
18:34:44.779,R: 41121.50 ohm (ADC: 1848)
18:34:45.281,R: 41080.96 ohm (ADC: 1847)
18:34:45.783,R: 41162.07 ohm (ADC: 1849)
18:34:46.285,R: 41202.67 ohm (ADC: 1850)
18:34:46.788,R: 41202.67 ohm (ADC: 1850)
18:34:47.290,R: 41284.00 ohm (ADC: 1852)
18:34:47.792,R: 36905.77 ohm (ADC: 1739)
18:34:48.294,R: 37913.27 ohm (ADC: 1766)
18:34:48.796,R: 38483.14 ohm (ADC: 1781)
18:34:49.298,R: 38828.63 ohm (ADC: 1790)
18:34:49.800,R: 39176.83 ohm (ADC: 1799)
18:34:50.302,R: 39371.45 ohm (ADC: 1804)
18:34:50.804,R: 39449.54 ohm (ADC: 1806)
18:34:51.306,R: 39527.77 ohm (ADC: 1808)
18:34:51.808,R: 39645.36 ohm (ADC: 1811)
18:34:52.310,R: 39763.26 ohm (ADC: 1814)
18:34:52.812,R: 39842.04 ohm (ADC: 1816)
18:34:53.314,R: 39763.26 ohm (ADC: 1814)
18:34:53.816,R: 39881.48 ohm (ADC: 1817)
18:34:54.319,R: 39723.93 ohm (ADC: 1813)
18:34:54.821,R: 40000.00 ohm (ADC: 1820)
18:34:55.323,R: 40118.84 ohm (ADC: 1823)
18:34:55.825,R: 40079.19 ohm (ADC: 1822)
18:34:56.327,R: 40198.24 ohm (ADC: 1825)
18:34:56.829,R: 40198.24 ohm (ADC: 1825)
18:34:57.331,R: 40237.99 ohm (ADC: 1826)
18:34:57.833,R: 40397.35 ohm (ADC: 1830)
18:34:58.335,R: 40397.35 ohm (ADC: 1830)
18:34:58.837,R: 33948.34 ohm (ADC: 1656)
18:34:59.340,R: 36174.24 ohm (ADC: 1719)
18:34:59.842,R: 37313.43 ohm (ADC: 1750)
18:35:00.344,R: 37951.03 ohm (ADC: 1767)
18:35:00.846,R: 38330.46 ohm (ADC: 1777)
18:35:01.348,R: 38674.75 ohm (ADC: 1786)
18:35:01.850,R: 39021.74 ohm (ADC: 1795)
18:35:02.352,R: 39176.83 ohm (ADC: 1799)
18:35:02.854,R: 39293.50 ohm (ADC: 1802)
18:35:03.356,R: 39410.48 ohm (ADC: 1805)
18:35:03.858,R: 39449.54 ohm (ADC: 1806)
18:35:04.360,R: 39566.93 ohm (ADC: 1809)
18:35:04.863,R: 39645.36 ohm (ADC: 1811)
18:35:05.365,R: 39684.62 ohm (ADC: 1812)
18:35:05.867,R: 39842.04 ohm (ADC: 1816)
18:35:06.369,R: 39881.48 ohm (ADC: 1817)
18:35:06.872,R: 39842.04 ohm (ADC: 1816)
18:35:07.374,R: 40079.19 ohm (ADC: 1822)
18:35:07.876,R: 40000.00 ohm (ADC: 1820)
18:35:08.378,R: 36979.61 ohm (ADC: 1741)
18:35:08.880,R: 37350.68 ohm (ADC: 1751)
18:35:09.383,R: 37687.37 ohm (ADC: 1760)
18:35:09.885,R: 37951.03 ohm (ADC: 1767)
18:35:10.387,R: 38216.29 ohm (ADC: 1774)
18:35:10.889,R: 38368.58 ohm (ADC: 1778)
18:35:11.391,R: 38598.01 ohm (ADC: 1784)
18:35:11.893,R: 38674.75 ohm (ADC: 1786)
18:35:12.395,R: 38828.63 ohm (ADC: 1790)
18:35:12.898,R: 38905.77 ohm (ADC: 1792)
18:35:13.400,R: 38983.05 ohm (ADC: 1794)
18:35:13.902,R: 39021.74 ohm (ADC: 1795)
18:35:14.404,R: 39021.74 ohm (ADC: 1795)
18:35:14.906,R: 39176.83 ohm (ADC: 1799)
18:35:15.408,R: 39176.83 ohm (ADC: 1799)
18:35:15.910,R: 39138.01 ohm (ADC: 1798)
18:35:16.413,R: 39332.46 ohm (ADC: 1803)
18:35:16.915,R: 39332.46 ohm (ADC: 1803)
18:35:17.417,R: 39410.48 ohm (ADC: 1805)
18:35:17.919,R: 35312.50 ohm (ADC: 1695)
18:35:18.421,R: 35921.11 ohm (ADC: 1712)
18:35:18.923,R: 36428.87 ohm (ADC: 1726)
18:35:19.425,R: 36758.47 ohm (ADC: 1735)
18:35:19.927,R: 36979.61 ohm (ADC: 1741)
18:35:20.429,R: 37127.66 ohm (ADC: 1745)
18:35:20.932,R: 37313.43 ohm (ADC: 1750)
18:35:21.434,R: 37462.62 ohm (ADC: 1754)
18:35:21.936,R: 37537.41 ohm (ADC: 1756)
18:35:22.438,R: 37649.83 ohm (ADC: 1759)
18:35:22.940,R: 37762.54 ohm (ADC: 1762)
18:35:23.442,R: 37800.17 ohm (ADC: 1763)
18:35:23.944,R: 37800.17 ohm (ADC: 1763)
18:35:24.447,R: 37951.03 ohm (ADC: 1767)
18:35:24.949,R: 38064.52 ohm (ADC: 1770)
18:35:25.451,R: 38064.52 ohm (ADC: 1770)
18:35:25.953,R: 38140.34 ohm (ADC: 1772)
18:35:26.456,R: 38254.31 ohm (ADC: 1775)
18:35:26.958,R: 38292.37 ohm (ADC: 1776)
18:35:27.460,R: 38368.58 ohm (ADC: 1778)
18:35:27.962,R: 33913.93 ohm (ADC: 1655)
18:35:28.464,R: 33537.33 ohm (ADC: 1644)
18:35:28.966,R: 33913.93 ohm (ADC: 1655)
18:35:29.468,R: 34293.95 ohm (ADC: 1666)
18:35:29.971,R: 34572.49 ohm (ADC: 1674)
18:35:30.473,R: 34852.88 ohm (ADC: 1682)
18:35:30.975,R: 35205.99 ohm (ADC: 1692)
18:35:31.477,R: 35454.93 ohm (ADC: 1699)
18:35:31.979,R: 35669.46 ohm (ADC: 1705)
18:35:32.481,R: 35885.07 ohm (ADC: 1711)
18:35:32.983,R: 36029.41 ohm (ADC: 1715)
18:35:33.486,R: 36210.53 ohm (ADC: 1720)
18:35:33.988,R: 36319.56 ohm (ADC: 1723)
18:35:34.490,R: 36501.90 ohm (ADC: 1728)
18:35:34.992,R: 36501.90 ohm (ADC: 1728)
18:35:35.494,R: 36648.33 ohm (ADC: 1732)
18:35:35.996,R: 36832.06 ohm (ADC: 1737)
18:35:36.498,R: 36868.90 ohm (ADC: 1738)
18:35:37.000,R: 36942.68 ohm (ADC: 1740)
18:35:37.502,R: 36905.77 ohm (ADC: 1739)
18:35:38.005,R: 24726.28 ohm (ADC: 1355)
18:35:38.507,R: 25054.98 ohm (ADC: 1367)
18:35:39.009,R: 26399.25 ohm (ADC: 1415)
18:35:39.511,R: 27468.79 ohm (ADC: 1452)
18:35:40.013,R: 28268.35 ohm (ADC: 1479)
18:35:40.516,R: 29023.54 ohm (ADC: 1504)
18:35:41.018,R: 29731.31 ohm (ADC: 1527)
18:35:41.520,R: 30294.12 ohm (ADC: 1545)
18:35:42.022,R: 30769.23 ohm (ADC: 1560)
18:35:42.524,R: 31250.00 ohm (ADC: 1575)
18:35:43.027,R: 31606.22 ohm (ADC: 1586)
18:35:43.529,R: 31900.00 ohm (ADC: 1595)
18:35:44.031,R: 32361.22 ohm (ADC: 1609)
18:35:44.533,R: 32693.86 ohm (ADC: 1619)
18:35:45.035,R: 32961.91 ohm (ADC: 1627)
18:35:45.538,R: 33164.09 ohm (ADC: 1633)
18:35:46.040,R: 33299.43 ohm (ADC: 1637)
18:35:46.542,R: 33605.55 ohm (ADC: 1646)
18:35:47.045,R: 33776.60 ohm (ADC: 1651)
18:35:47.547,R: 33810.89 ohm (ADC: 1652)
18:35:48.049,R: 28059.47 ohm (ADC: 1472)
18:35:48.552,R: 28810.62 ohm (ADC: 1497)
18:35:49.054,R: 29793.45 ohm (ADC: 1529)
18:35:49.556,R: 30610.24 ohm (ADC: 1555)
18:35:50.058,R: 31217.77 ohm (ADC: 1574)
18:35:50.561,R: 31703.91 ohm (ADC: 1589)
18:35:51.063,R: 31998.40 ohm (ADC: 1598)
18:35:51.565,R: 32328.11 ohm (ADC: 1608)
18:35:52.067,R: 32693.86 ohm (ADC: 1619)
18:35:52.569,R: 32827.67 ohm (ADC: 1623)
18:35:53.072,R: 33062.88 ohm (ADC: 1630)
18:35:53.574,R: 33673.89 ohm (ADC: 1648)
18:35:54.076,R: 33435.21 ohm (ADC: 1641)
18:35:54.578,R: 33605.55 ohm (ADC: 1646)
18:35:55.080,R: 33742.33 ohm (ADC: 1650)
18:35:55.583,R: 33845.21 ohm (ADC: 1653)
18:35:56.085,R: 33879.56 ohm (ADC: 1654)
18:35:56.587,R: 33913.93 ohm (ADC: 1655)
18:35:57.089,R: 33845.21 ohm (ADC: 1653)
18:35:57.591,R: 33913.93 ohm (ADC: 1655)
18:35:58.093,R: 33845.21 ohm (ADC: 1653)
18:35:58.595,R: 28298.28 ohm (ADC: 1480)
18:35:59.097,R: 25110.05 ohm (ADC: 1369)
18:35:59.599,R: 27615.62 ohm (ADC: 1457)
18:36:00.101,R: 29762.37 ohm (ADC: 1528)
18:36:00.604,R: 29949.24 ohm (ADC: 1534)
18:36:01.106,R: 30262.64 ohm (ADC: 1544)
18:36:01.608,R: 30641.98 ohm (ADC: 1556)
18:36:02.110,R: 30737.38 ohm (ADC: 1559)
18:36:02.612,R: 29607.31 ohm (ADC: 1523)
18:36:03.114,R: 29918.03 ohm (ADC: 1533)
18:36:03.616,R: 30515.14 ohm (ADC: 1552)
18:36:04.118,R: 30896.88 ohm (ADC: 1564)
18:36:04.620,R: 31217.77 ohm (ADC: 1574)
18:36:05.123,R: 31443.91 ohm (ADC: 1581)
18:36:05.625,R: 31573.71 ohm (ADC: 1585)
18:36:06.127,R: 31834.53 ohm (ADC: 1593)
18:36:06.629,R: 31932.77 ohm (ADC: 1596)
18:36:07.131,R: 32195.90 ohm (ADC: 1604)
18:36:07.633,R: 32328.11 ohm (ADC: 1608)
18:36:08.135,R: 27822.12 ohm (ADC: 1464)
18:36:08.638,R: 26256.98 ohm (ADC: 1410)
18:36:09.140,R: 25777.20 ohm (ADC: 1393)
18:36:09.642,R: 25945.85 ohm (ADC: 1399)
18:36:10.144,R: 26342.28 ohm (ADC: 1413)
18:36:10.646,R: 26771.65 ohm (ADC: 1428)
18:36:11.148,R: 27235.01 ohm (ADC: 1444)
18:36:11.650,R: 27586.21 ohm (ADC: 1456)
18:36:12.153,R: 27910.96 ohm (ADC: 1467)
18:36:12.655,R: 28238.44 ohm (ADC: 1478)
18:36:13.157,R: 28388.21 ohm (ADC: 1483)
18:36:13.659,R: 28508.44 ohm (ADC: 1487)
18:36:14.161,R: 28810.62 ohm (ADC: 1497)
18:36:14.663,R: 28538.55 ohm (ADC: 1488)
18:36:15.165,R: 28932.15 ohm (ADC: 1501)
18:36:15.667,R: 28993.05 ohm (ADC: 1503)
18:36:16.169,R: 28993.05 ohm (ADC: 1503)
18:36:16.672,R: 29054.05 ohm (ADC: 1505)
18:36:17.174,R: 25777.20 ohm (ADC: 1393)
18:36:17.676,R: 24671.77 ohm (ADC: 1353)
18:36:18.178,R: 25165.20 ohm (ADC: 1371)
18:36:18.680,R: 25777.20 ohm (ADC: 1393)
18:36:19.182,R: 28719.72 ohm (ADC: 1494)
18:36:19.685,R: 26973.68 ohm (ADC: 1435)
18:36:20.187,R: 27468.79 ohm (ADC: 1452)
18:36:20.689,R: 27940.62 ohm (ADC: 1468)
18:36:21.191,R: 28388.21 ohm (ADC: 1483)
18:36:21.693,R: 28750.00 ohm (ADC: 1495)
18:36:22.196,R: 29115.15 ohm (ADC: 1507)
18:36:22.698,R: 28901.73 ohm (ADC: 1500)
18:36:23.200,R: 29638.27 ohm (ADC: 1524)
18:36:23.702,R: 29886.85 ohm (ADC: 1532)
18:36:24.204,R: 30043.00 ohm (ADC: 1537)
18:36:24.706,R: 30262.64 ohm (ADC: 1544)
18:36:25.209,R: 30451.87 ohm (ADC: 1550)
18:36:25.711,R: 30641.98 ohm (ADC: 1556)
18:36:26.213,R: 30864.93 ohm (ADC: 1563)
18:36:26.715,R: 30960.85 ohm (ADC: 1566)
18:36:27.217,R: 31089.11 ohm (ADC: 1570)
18:36:27.720,R: 22709.52 ohm (ADC: 1279)
18:36:28.222,R: 22787.06 ohm (ADC: 1282)
18:36:28.724,R: 23334.53 ohm (ADC: 1303)
18:36:29.226,R: 24104.23 ohm (ADC: 1332)
18:36:29.729,R: 24835.53 ohm (ADC: 1359)
18:36:30.231,R: 25497.79 ohm (ADC: 1383)
18:36:30.733,R: 26200.22 ohm (ADC: 1408)
18:36:31.236,R: 26886.97 ohm (ADC: 1432)
18:36:31.738,R: 27468.79 ohm (ADC: 1452)
18:36:32.240,R: 28029.73 ohm (ADC: 1471)
18:36:32.742,R: 28508.44 ohm (ADC: 1487)
18:36:33.244,R: 28993.05 ohm (ADC: 1503)
18:36:33.746,R: 29391.24 ohm (ADC: 1516)
18:36:34.248,R: 29638.27 ohm (ADC: 1524)
18:36:34.750,R: 29980.47 ohm (ADC: 1535)
18:36:35.252,R: 30357.14 ohm (ADC: 1547)
18:36:35.755,R: 30515.14 ohm (ADC: 1552)
18:36:36.257,R: 30641.98 ohm (ADC: 1556)
18:36:36.759,R: 30928.85 ohm (ADC: 1565)
18:36:37.261,R: 31057.01 ohm (ADC: 1569)
18:36:37.763,R: 31282.25 ohm (ADC: 1576)
18:36:38.265,R: 31443.91 ohm (ADC: 1581)
18:36:38.767,R: 23466.09 ohm (ADC: 1308)
18:36:39.270,R: 25027.48 ohm (ADC: 1366)
18:36:39.772,R: 26771.65 ohm (ADC: 1428)
18:36:40.274,R: 28298.28 ohm (ADC: 1480)
18:36:40.776,R: 29391.24 ohm (ADC: 1516)
18:36:41.278,R: 30168.36 ohm (ADC: 1541)
18:36:41.780,R: 30801.11 ohm (ADC: 1561)
18:36:42.282,R: 31379.17 ohm (ADC: 1579)
18:36:42.785,R: 31736.53 ohm (ADC: 1590)
18:36:43.287,R: 32031.25 ohm (ADC: 1599)
18:36:43.789,R: 32328.11 ohm (ADC: 1608)
18:36:44.291,R: 31476.32 ohm (ADC: 1582)
18:36:44.793,R: 32693.86 ohm (ADC: 1619)
18:36:45.295,R: 32827.67 ohm (ADC: 1623)
18:36:45.797,R: 32995.54 ohm (ADC: 1628)
18:36:46.300,R: 33096.59 ohm (ADC: 1631)
18:36:46.802,R: 33231.71 ohm (ADC: 1635)
18:36:47.304,R: 33367.27 ohm (ADC: 1639)
18:36:47.806,R: 33537.33 ohm (ADC: 1644)
18:36:48.308,R: 27733.48 ohm (ADC: 1461)
18:36:48.810,R: 26456.31 ohm (ADC: 1417)
18:36:49.312,R: 27940.62 ohm (ADC: 1468)
18:36:49.814,R: 29483.70 ohm (ADC: 1519)
18:36:50.317,R: 30705.56 ohm (ADC: 1558)
18:36:50.819,R: 31476.32 ohm (ADC: 1582)
18:36:51.321,R: 31965.57 ohm (ADC: 1597)
18:36:51.823,R: 32427.54 ohm (ADC: 1611)
18:36:52.325,R: 32727.27 ohm (ADC: 1620)
18:36:52.828,R: 32995.54 ohm (ADC: 1628)
18:36:53.330,R: 33130.33 ohm (ADC: 1632)
18:36:53.832,R: 33469.22 ohm (ADC: 1642)
18:36:54.334,R: 33537.33 ohm (ADC: 1644)
18:36:54.836,R: 34328.66 ohm (ADC: 1667)
18:36:55.338,R: 33879.56 ohm (ADC: 1654)
18:36:55.841,R: 33913.93 ohm (ADC: 1655)
18:36:56.343,R: 34017.23 ohm (ADC: 1658)
18:36:56.845,R: 34155.36 ohm (ADC: 1662)
18:36:57.347,R: 25553.51 ohm (ADC: 1385)
18:36:57.849,R: 27822.12 ohm (ADC: 1464)
18:36:58.351,R: 30074.31 ohm (ADC: 1538)
18:36:58.853,R: 31314.54 ohm (ADC: 1577)
18:36:59.355,R: 31998.40 ohm (ADC: 1598)
18:36:59.857,R: 32460.73 ohm (ADC: 1612)
18:37:00.359,R: 32794.18 ohm (ADC: 1622)
18:37:00.862,R: 33096.59 ohm (ADC: 1631)
18:37:01.364,R: 33333.33 ohm (ADC: 1638)
18:37:01.866,R: 33469.22 ohm (ADC: 1642)
18:37:02.368,R: 33708.09 ohm (ADC: 1649)
18:37:02.870,R: 33913.93 ohm (ADC: 1655)
18:37:03.372,R: 33913.93 ohm (ADC: 1655)
18:37:03.875,R: 34086.24 ohm (ADC: 1660)
18:37:04.377,R: 34120.79 ohm (ADC: 1661)
18:37:04.879,R: 34224.60 ohm (ADC: 1664)
18:37:05.381,R: 34432.99 ohm (ADC: 1670)
18:37:05.883,R: 34432.99 ohm (ADC: 1670)
18:37:06.385,R: 34502.68 ohm (ADC: 1672)
18:37:06.888,R: 34572.49 ohm (ADC: 1674)
18:37:07.390,R: 34017.23 ohm (ADC: 1658)
18:37:07.892,R: 34155.36 ohm (ADC: 1662)
18:37:08.394,R: 34189.97 ohm (ADC: 1663)
18:37:08.896,R: 34467.82 ohm (ADC: 1671)
18:37:09.399,R: 34363.41 ohm (ADC: 1668)
18:37:09.901,R: 34607.44 ohm (ADC: 1675)
