Time,Resistance(Ohm)
17:41:11.352,Short Circuit (0 ohm)
17:41:11.854,Short Circuit (0 ohm)
17:41:12.356,Short Circuit (0 ohm)
17:41:12.858,Short Circuit (0 ohm)
17:41:13.360,Short Circuit (0 ohm)
17:41:13.862,Short Circuit (0 ohm)
17:41:14.364,Short Circuit (0 ohm)
17:41:14.866,Short Circuit (0 ohm)
17:41:15.368,Short Circuit (0 ohm)
17:41:15.871,Short Circuit (0 ohm)
17:41:16.373,Short Circuit (0 ohm)
17:41:16.875,Short Circuit (0 ohm)
17:41:17.377,Short Circuit (0 ohm)
17:41:17.879,Short Circuit (0 ohm)
17:41:18.381,Short Circuit (0 ohm)
17:41:18.883,Short Circuit (0 ohm)
17:41:19.385,Short Circuit (0 ohm)
17:41:19.887,Short Circuit (0 ohm)
17:41:20.389,Short Circuit (0 ohm)
17:41:20.891,Short Circuit (0 ohm)
17:41:21.393,Short Circuit (0 ohm)
17:41:21.895,Short Circuit (0 ohm)
17:41:22.397,Short Circuit (0 ohm)
17:41:22.900,Short Circuit (0 ohm)
17:41:23.402,Short Circuit (0 ohm)
17:41:23.904,Short Circuit (0 ohm)
17:41:24.406,Short Circuit (0 ohm)
17:41:24.908,Short Circuit (0 ohm)
17:41:25.410,Short Circuit (0 ohm)
17:41:25.912,Short Circuit (0 ohm)
17:41:26.415,Short Circuit (0 ohm)
17:41:26.917,Short Circuit (0 ohm)
17:41:27.419,Short Circuit (0 ohm)
17:41:27.921,Short Circuit (0 ohm)
17:41:28.423,Short Circuit (0 ohm)
17:41:28.925,Short Circuit (0 ohm)
17:41:29.427,Short Circuit (0 ohm)
17:41:29.929,Short Circuit (0 ohm)
17:41:30.432,Short Circuit (0 ohm)
17:41:30.934,Short Circuit (0 ohm)
17:41:31.436,Short Circuit (0 ohm)
17:41:31.938,Short Circuit (0 ohm)
17:41:32.440,Short Circuit (0 ohm)
17:41:32.942,Short Circuit (0 ohm)
17:41:33.444,Short Circuit (0 ohm)
17:41:33.946,Short Circuit (0 ohm)
17:41:34.448,Short Circuit (0 ohm)
17:41:34.950,Short Circuit (0 ohm)
17:41:35.452,Short Circuit (0 ohm)
17:41:35.954,Short Circuit (0 ohm)
17:41:36.456,Short Circuit (0 ohm)
17:41:36.958,Short Circuit (0 ohm)
17:41:37.461,Short Circuit (0 ohm)
17:41:37.963,Short Circuit (0 ohm)
17:41:38.465,Short Circuit (0 ohm)
17:41:38.967,Short Circuit (0 ohm)
17:41:39.469,Short Circuit (0 ohm)
17:41:39.971,Short Circuit (0 ohm)
17:41:40.473,Short Circuit (0 ohm)
17:41:40.975,Short Circuit (0 ohm)
17:41:41.477,Short Circuit (0 ohm)
17:41:41.979,Short Circuit (0 ohm)
17:41:42.481,Short Circuit (0 ohm)
17:41:42.983,Short Circuit (0 ohm)
17:41:43.485,Short Circuit (0 ohm)
17:41:43.987,Short Circuit (0 ohm)
17:41:44.490,Short Circuit (0 ohm)
17:41:44.992,Short Circuit (0 ohm)
17:41:45.494,Short Circuit (0 ohm)
17:41:45.996,Short Circuit (0 ohm)
17:41:46.498,Short Circuit (0 ohm)
17:41:47.000,Short Circuit (0 ohm)
17:41:47.502,Short Circuit (0 ohm)
17:41:48.004,Short Circuit (0 ohm)
17:41:48.506,Short Circuit (0 ohm)
17:41:49.009,R: 21842.11 ohm (ADC: 1245)
17:41:49.511,R: 24671.77 ohm (ADC: 1353)
17:41:50.014,R: 25054.98 ohm (ADC: 1367)
17:41:50.516,R: 24454.54 ohm (ADC: 1345)
17:41:51.018,R: 23518.85 ohm (ADC: 1310)
17:41:51.520,R: 22787.06 ohm (ADC: 1282)
17:41:52.021,Short Circuit (0 ohm)
17:41:52.523,Short Circuit (0 ohm)
17:41:53.025,Short Circuit (0 ohm)
17:41:53.528,Short Circuit (0 ohm)
17:41:54.030,Short Circuit (0 ohm)
17:41:54.532,Short Circuit (0 ohm)
17:41:55.034,Short Circuit (0 ohm)
17:41:55.536,Short Circuit (0 ohm)
17:41:56.038,Short Circuit (0 ohm)
17:41:56.540,Short Circuit (0 ohm)
17:41:57.042,Short Circuit (0 ohm)
17:41:57.545,Short Circuit (0 ohm)
17:41:58.047,Short Circuit (0 ohm)
17:41:58.549,Short Circuit (0 ohm)
17:41:59.051,Short Circuit (0 ohm)
17:41:59.553,Short Circuit (0 ohm)
17:42:00.055,Short Circuit (0 ohm)
17:42:00.557,Short Circuit (0 ohm)
17:42:01.059,Short Circuit (0 ohm)
17:42:01.561,Short Circuit (0 ohm)
17:42:02.063,Short Circuit (0 ohm)
17:42:02.565,Short Circuit (0 ohm)
17:42:03.067,Short Circuit (0 ohm)
17:42:03.569,Short Circuit (0 ohm)
