Time,Resistance(Ohm)
17:58:32.104,Short Circuit (0 ohm)
17:58:32.606,Short Circuit (0 ohm)
17:58:33.108,Short Circuit (0 ohm)
17:58:33.610,Short Circuit (0 ohm)
17:58:34.112,Short Circuit (0 ohm)
17:58:34.614,Short Circuit (0 ohm)
17:58:35.116,Short Circuit (0 ohm)
17:58:35.618,Short Circuit (0 ohm)
